Dapma7bEVm000001	ENSG00000171587;ENSG00000177103
Dapma7bEVm008983	
Dapma7bEVm008984	
Dapma7bEVm008985	
Dapma7bEVm008986	
Dapma7bEVm008987	
Dapma7bEVm008988	
Dapma7bEVm008989	
Dapma7bEVm008990	
Dapma7bEVm008991	
Dapma7bEVm008992	
Dapma7bEVm008993	
Dapma7bEVm008994	
Dapma7bEVm008995	
Dapma7bEVm008996	
Dapma7bEVm008997	
Dapma7bEVm008998	
Dapma7bEVm008999	
Dapma7bEVm009000	
Dapma7bEVm009001	
Dapma7bEVm009002	
Dapma7bEVm009003	
Dapma7bEVm009004	ENSG00000088926;ENSG00000164344
Dapma7bEVm009005	
Dapma7bEVm009006	
Dapma7bEVm009007	
Dapma7bEVm009008	
Dapma7bEVm009009	
Dapma7bEVm009010	
Dapma7bEVm009011	
Dapma7bEVm009012	
Dapma7bEVm009013	
Dapma7bEVm009014	
Dapma7bEVm009015	
Dapma7bEVm009016	
Dapma7bEVm009017	
Dapma7bEVm009018	
Dapma7bEVm009019	
Dapma7bEVm009020	
Dapma7bEVm009021	
Dapma7bEVm009022	
Dapma7bEVm009023	
Dapma7bEVm009024	
Dapma7bEVm009025	
Dapma7bEVm009026	ENSG00000170209
Dapma7bEVm009027	
Dapma7bEVm009028	
Dapma7bEVm009029	ENSG00000140538;ENSG00000148053;ENSG00000198400
Dapma7bEVm009030	ENSG00000188886
Dapma7bEVm009031	
Dapma7bEVm009032	ENSG00000146267
Dapma7bEVm009033	
Dapma7bEVm009034	
Dapma7bEVm009035	
Dapma7bEVm009036	
Dapma7bEVm009037	ENSG00000114446
Dapma7bEVm009038	ENSG00000063854;ENSG00000103253;ENSG00000127838
Dapma7bEVm009039	
Dapma7bEVm009040	ENSG00000174007
Dapma7bEVm009041	ENSG00000138175;ENSG00000213465
Dapma7bEVm009042	
Dapma7bEVm009043	ENSG00000120805;ENSG00000134287
Dapma7bEVm009044	ENSG00000135931
Dapma7bEVm009045	
Dapma7bEVm009046	
Dapma7bEVm009047	
Dapma7bEVm009048	
Dapma7bEVm009049	ENSG00000116157;ENSG00000164294;ENSG00000167468;ENSG00000176153;ENSG00000198704;ENSG00000211445;ENSG00000224586;ENSG00000233276;ENSG00000257770;ENSG00000281185
Dapma7bEVm009050	
Dapma7bEVm009051	
Dapma7bEVm009052	
Dapma7bEVm009053	
Dapma7bEVm009054	
Dapma7bEVm009055	
Dapma7bEVm009056	
Dapma7bEVm009057	
Dapma7bEVm009058	ENSG00000105971;ENSG00000105974;ENSG00000182533
Dapma7bEVm009059	
Dapma7bEVm009060	
Dapma7bEVm009061	
Dapma7bEVm009062	
Dapma7bEVm009063	
Dapma7bEVm009064	
Dapma7bEVm009065	
Dapma7bEVm009066	
Dapma7bEVm009067	
Dapma7bEVm009068	
Dapma7bEVm009069	
Dapma7bEVm009070	
Dapma7bEVm009071	
Dapma7bEVm009072	
Dapma7bEVm009073	
Dapma7bEVm009074	
Dapma7bEVm009075	
Dapma7bEVm009076	ENSG00000109270
Dapma7bEVm009077	
Dapma7bEVm009078	
Dapma7bEVm009079	
Dapma7bEVm009080	
Dapma7bEVm009081	
Dapma7bEVm009082	
Dapma7bEVm009083	ENSG00000119640;ENSG00000170634
Dapma7bEVm009084	
Dapma7bEVm009085	ENSG00000112304
Dapma7bEVm009086	
Dapma7bEVm009087	
Dapma7bEVm009088	
Dapma7bEVm009089	
Dapma7bEVm009090	
Dapma7bEVm009091	
Dapma7bEVm009092	ENSG00000196459;ENSG00000256060
Dapma7bEVm009093	ENSG00000096006;ENSG00000101074;ENSG00000103196;ENSG00000121005;ENSG00000124490;ENSG00000124812;ENSG00000137558;ENSG00000139278;ENSG00000140839;ENSG00000157322;ENSG00000157335;ENSG00000164530;ENSG00000173401;ENSG00000180481
Dapma7bEVm009094	
Dapma7bEVm009095	
Dapma7bEVm009096	
Dapma7bEVm009097	
Dapma7bEVm009098	
Dapma7bEVm009099	
Dapma7bEVm009100	ENSG00000135441
Dapma7bEVm009101	
Dapma7bEVm009102	
Dapma7bEVm009103	
Dapma7bEVm009104	
Dapma7bEVm009105	ENSG00000186184
Dapma7bEVm009106	
Dapma7bEVm009107	ENSG00000174695
Dapma7bEVm009108	ENSG00000173141
Dapma7bEVm009109	
Dapma7bEVm009110	
Dapma7bEVm009111	
Dapma7bEVm009113	
Dapma7bEVm009114	
Dapma7bEVm009115	
Dapma7bEVm009116	
Dapma7bEVm009117	
Dapma7bEVm009118	
Dapma7bEVm009119	
Dapma7bEVm009120	
Dapma7bEVm009121	
Dapma7bEVm009122	
Dapma7bEVm009123	
Dapma7bEVm009124	
Dapma7bEVm009125	
Dapma7bEVm009126	
Dapma7bEVm009127	
Dapma7bEVm009128	
Dapma7bEVm009129	
Dapma7bEVm009130	
Dapma7bEVm009131	
Dapma7bEVm009132	
Dapma7bEVm009133	
Dapma7bEVm009134	
Dapma7bEVm009135	
Dapma7bEVm009136	
Dapma7bEVm009137	
Dapma7bEVm009138	
Dapma7bEVm009139	ENSG00000212907
Dapma7bEVm009140	
Dapma7bEVm009141	
Dapma7bEVm009142	
Dapma7bEVm009143	
Dapma7bEVm009144	
Dapma7bEVm009145	
Dapma7bEVm009146	
Dapma7bEVm009147	
Dapma7bEVm009148	
Dapma7bEVm009149	
Dapma7bEVm009150	
Dapma7bEVm009151	
Dapma7bEVm009152	ENSG00000130590;ENSG00000177570
Dapma7bEVm009153	
Dapma7bEVm009154	
Dapma7bEVm009155	
Dapma7bEVm009156	
Dapma7bEVm009157	
Dapma7bEVm009158	
Dapma7bEVm009159	
Dapma7bEVm009160	
Dapma7bEVm009161	
Dapma7bEVm009162	
Dapma7bEVm009163	
Dapma7bEVm009164	
Dapma7bEVm009165	
Dapma7bEVm009166	
Dapma7bEVm009167	
Dapma7bEVm009168	
Dapma7bEVm009169	
Dapma7bEVm009170	
Dapma7bEVm009171	
Dapma7bEVm009172	
Dapma7bEVm009173	
Dapma7bEVm009174	
Dapma7bEVm009175	
Dapma7bEVm009176	
Dapma7bEVm009177	
Dapma7bEVm009178	
Dapma7bEVm009179	
Dapma7bEVm009180	
Dapma7bEVm009181	
Dapma7bEVm009182	
Dapma7bEVm009183	
Dapma7bEVm009184	
Dapma7bEVm009185	
Dapma7bEVm009186	
Dapma7bEVm009187	
Dapma7bEVm009188	
Dapma7bEVm009189	
Dapma7bEVm009190	
Dapma7bEVm009191	
Dapma7bEVm009192	
Dapma7bEVm009193	
Dapma7bEVm009194	
Dapma7bEVm009195	
Dapma7bEVm009196	
Dapma7bEVm009197	
Dapma7bEVm009198	
Dapma7bEVm009199	
Dapma7bEVm009200	
Dapma7bEVm009201	
Dapma7bEVm009202	
Dapma7bEVm009203	
Dapma7bEVm009204	
Dapma7bEVm009205	
Dapma7bEVm009206	
Dapma7bEVm009207	
Dapma7bEVm009208	
Dapma7bEVm009209	ENSG00000232838
Dapma7bEVm009210	ENSG00000145879;ENSG00000178172;ENSG00000196800;ENSG00000204909;ENSG00000229453
Dapma7bEVm009211	
Dapma7bEVm009212	
Dapma7bEVm009213	
Dapma7bEVm009214	
Dapma7bEVm009215	
Dapma7bEVm009216	
Dapma7bEVm009217	
Dapma7bEVm009218	
Dapma7bEVm009219	
Dapma7bEVm009220	
Dapma7bEVm009221	
Dapma7bEVm009222	
Dapma7bEVm009223	
Dapma7bEVm009224	
Dapma7bEVm009225	
Dapma7bEVm009226	
Dapma7bEVm009227	
Dapma7bEVm009228	
Dapma7bEVm009229	
Dapma7bEVm009230	
Dapma7bEVm009231	
Dapma7bEVm009232	
Dapma7bEVm009233	
Dapma7bEVm009234	
Dapma7bEVm009235	
Dapma7bEVm009236	
Dapma7bEVm009237	
Dapma7bEVm009238	
Dapma7bEVm009239	
Dapma7bEVm009240	
Dapma7bEVm009241	
Dapma7bEVm009242	
Dapma7bEVm009243	
Dapma7bEVm009244	
Dapma7bEVm009245	
Dapma7bEVm009246	
Dapma7bEVm009247	
Dapma7bEVm009248	
Dapma7bEVm009249	
Dapma7bEVm009250	
Dapma7bEVm009251	
Dapma7bEVm009252	
Dapma7bEVm009253	
Dapma7bEVm009254	
Dapma7bEVm009255	
Dapma7bEVm009256	
Dapma7bEVm009257	
Dapma7bEVm009258	
Dapma7bEVm009259	
Dapma7bEVm009260	
Dapma7bEVm009261	
Dapma7bEVm009262	
Dapma7bEVm009263	
Dapma7bEVm009264	
Dapma7bEVm009265	
Dapma7bEVm009266	
Dapma7bEVm009267	
Dapma7bEVm009268	
Dapma7bEVm009269	
Dapma7bEVm009270	
Dapma7bEVm009271	
Dapma7bEVm009272	
Dapma7bEVm009273	
Dapma7bEVm009274	
Dapma7bEVm009275	
Dapma7bEVm009276	
Dapma7bEVm009277	
Dapma7bEVm009279	
Dapma7bEVm009280	
Dapma7bEVm009281	
Dapma7bEVm009282	
Dapma7bEVm009283	ENSG00000180822
Dapma7bEVm009284	ENSG00000107960
Dapma7bEVm009285	
Dapma7bEVm009286	
Dapma7bEVm009287	ENSG00000182853
Dapma7bEVm009288	
Dapma7bEVm009289	
Dapma7bEVm009290	
Dapma7bEVm009291	
Dapma7bEVm009292	ENSG00000154144
Dapma7bEVm009294	
Dapma7bEVm009295	
Dapma7bEVm009296	
Dapma7bEVm009297	
Dapma7bEVm009298	
Dapma7bEVm009299	
Dapma7bEVm009300	
Dapma7bEVm009301	
Dapma7bEVm009302	
Dapma7bEVm009303	
Dapma7bEVm009304	
Dapma7bEVm009305	
Dapma7bEVm009306	
Dapma7bEVm009307	
Dapma7bEVm009308	
Dapma7bEVm009309	
Dapma7bEVm009310	
Dapma7bEVm009311	
Dapma7bEVm009312	
Dapma7bEVm009313	
Dapma7bEVm009314	
Dapma7bEVm009315	ENSG00000100211
Dapma7bEVm009316	
Dapma7bEVm009317	
Dapma7bEVm009318	
Dapma7bEVm009319	ENSG00000164713
Dapma7bEVm009320	
Dapma7bEVm009321	
Dapma7bEVm009322	
Dapma7bEVm009323	
Dapma7bEVm009324	
Dapma7bEVm009325	
Dapma7bEVm009326	
Dapma7bEVm009327	
Dapma7bEVm009328	
Dapma7bEVm009329	
Dapma7bEVm009330	
Dapma7bEVm009331	
Dapma7bEVm009332	
Dapma7bEVm009333	
Dapma7bEVm009334	
Dapma7bEVm009335	
Dapma7bEVm009336	
Dapma7bEVm009337	
Dapma7bEVm009338	
Dapma7bEVm009339	
Dapma7bEVm009340	
Dapma7bEVm009341	
Dapma7bEVm009342	
Dapma7bEVm009343	ENSG00000166619
Dapma7bEVm009344	
Dapma7bEVm009345	
Dapma7bEVm009346	
Dapma7bEVm009347	
Dapma7bEVm009348	
Dapma7bEVm009349	
Dapma7bEVm009350	
Dapma7bEVm009351	
Dapma7bEVm009352	
Dapma7bEVm009353	
Dapma7bEVm009354	
Dapma7bEVm009355	
Dapma7bEVm009356	
Dapma7bEVm009357	
Dapma7bEVm009358	
Dapma7bEVm009359	
Dapma7bEVm009360	
Dapma7bEVm009361	
Dapma7bEVm009362	
Dapma7bEVm009363	
Dapma7bEVm009364	
Dapma7bEVm009365	
Dapma7bEVm009366	
Dapma7bEVm009367	
Dapma7bEVm009368	
Dapma7bEVm009369	
Dapma7bEVm009370	
Dapma7bEVm009371	
Dapma7bEVm009372	
Dapma7bEVm009373	
Dapma7bEVm009374	
Dapma7bEVm009375	
Dapma7bEVm009376	
Dapma7bEVm009377	
Dapma7bEVm009378	
Dapma7bEVm009379	ENSG00000154813
Dapma7bEVm009380	
Dapma7bEVm009381	
Dapma7bEVm009382	
Dapma7bEVm009383	
Dapma7bEVm009384	
Dapma7bEVm009385	
Dapma7bEVm009386	
Dapma7bEVm009387	
Dapma7bEVm009388	
Dapma7bEVm009389	
Dapma7bEVm009390	
Dapma7bEVm009391	
Dapma7bEVm009392	
Dapma7bEVm009393	
Dapma7bEVm009394	
Dapma7bEVm009395	
Dapma7bEVm009396	
Dapma7bEVm009397	
Dapma7bEVm009398	
Dapma7bEVm009399	
Dapma7bEVm009400	
Dapma7bEVm009401	
Dapma7bEVm009402	
Dapma7bEVm009403	
Dapma7bEVm009404	
Dapma7bEVm009405	
Dapma7bEVm009406	
Dapma7bEVm009407	
Dapma7bEVm009408	
Dapma7bEVm009409	
Dapma7bEVm009410	
Dapma7bEVm009411	
Dapma7bEVm009412	
Dapma7bEVm009413	
Dapma7bEVm009414	
Dapma7bEVm009415	
Dapma7bEVm009416	
Dapma7bEVm009417	
Dapma7bEVm009418	
Dapma7bEVm009419	
Dapma7bEVm009420	
Dapma7bEVm009421	
Dapma7bEVm009422	ENSG00000156973
Dapma7bEVm009423	
Dapma7bEVm009424	
Dapma7bEVm009425	
Dapma7bEVm009426	
Dapma7bEVm009427	
Dapma7bEVm009428	
Dapma7bEVm009429	
Dapma7bEVm009430	
Dapma7bEVm009431	
Dapma7bEVm009432	
Dapma7bEVm009433	
Dapma7bEVm009434	
Dapma7bEVm009435	
Dapma7bEVm009436	
Dapma7bEVm009437	
Dapma7bEVm009438	
Dapma7bEVm009439	
Dapma7bEVm009440	
Dapma7bEVm009441	
Dapma7bEVm009442	
Dapma7bEVm009443	
Dapma7bEVm009444	
Dapma7bEVm009445	
Dapma7bEVm009446	
Dapma7bEVm009447	
Dapma7bEVm009448	
Dapma7bEVm009449	ENSG00000023839;ENSG00000091262;ENSG00000103222;ENSG00000108846;ENSG00000275331;ENSG00000278183
Dapma7bEVm009450	ENSG00000054654;ENSG00000131018;ENSG00000165959
Dapma7bEVm009451	ENSG00000029534;ENSG00000145362;ENSG00000151150
Dapma7bEVm009452	
Dapma7bEVm009453	
Dapma7bEVm009454	ENSG00000105726;ENSG00000127249;ENSG00000133657;ENSG00000159363;ENSG00000187527
Dapma7bEVm009455	ENSG00000132514;ENSG00000141505;ENSG00000161944
Dapma7bEVm009456	ENSG00000104921;ENSG00000187912
Dapma7bEVm009457	
Dapma7bEVm009458	ENSG00000105643;ENSG00000113369;ENSG00000140450;ENSG00000197070;ENSG00000265972
Dapma7bEVm009459	
Dapma7bEVm009460	ENSG00000197321
Dapma7bEVm009461	ENSG00000142798;ENSG00000164318;ENSG00000188157
Dapma7bEVm009462	ENSG00000070182;ENSG00000115306;ENSG00000137877;ENSG00000160460;ENSG00000163554;ENSG00000173898;ENSG00000197694
Dapma7bEVm009463	ENSG00000100767
Dapma7bEVm009464	
Dapma7bEVm009465	ENSG00000182307;ENSG00000254656
Dapma7bEVm009466	
Dapma7bEVm009467	ENSG00000156113;ENSG00000215262
Dapma7bEVm009468	ENSG00000018625;ENSG00000075673;ENSG00000105409;ENSG00000105675;ENSG00000132681;ENSG00000163399
Dapma7bEVm009469	ENSG00000076928;ENSG00000132694;ENSG00000196914
Dapma7bEVm009470	
Dapma7bEVm009471	ENSG00000016391
Dapma7bEVm009472	ENSG00000133454;ENSG00000221995
Dapma7bEVm009474	ENSG00000072858;ENSG00000149577
Dapma7bEVm009475	
Dapma7bEVm009476	
Dapma7bEVm009477	ENSG00000055118;ENSG00000173826;ENSG00000184611
Dapma7bEVm009478	
Dapma7bEVm009479	
Dapma7bEVm009480	
Dapma7bEVm009481	
Dapma7bEVm009482	ENSG00000141086;ENSG00000168925;ENSG00000168928
Dapma7bEVm009483	
Dapma7bEVm009484	ENSG00000065413;ENSG00000116783;ENSG00000139645;ENSG00000206560;ENSG00000254685;ENSG00000259030
Dapma7bEVm009485	ENSG00000116117;ENSG00000148498
Dapma7bEVm009486	
Dapma7bEVm009487	ENSG00000106392;ENSG00000171155
Dapma7bEVm009488	ENSG00000066322;ENSG00000164181
Dapma7bEVm009489	ENSG00000070182;ENSG00000115306;ENSG00000137877;ENSG00000160460;ENSG00000163554;ENSG00000173898;ENSG00000197694
Dapma7bEVm009490	ENSG00000111249;ENSG00000257923
Dapma7bEVm009491	ENSG00000016391
Dapma7bEVm009492	ENSG00000156076
Dapma7bEVm009493	
Dapma7bEVm009494	
Dapma7bEVm009495	ENSG00000145861;ENSG00000159189;ENSG00000163145;ENSG00000173369;ENSG00000173372;ENSG00000181092;ENSG00000182447;ENSG00000205863;ENSG00000240654
Dapma7bEVm009496	ENSG00000135318
Dapma7bEVm009497	ENSG00000133424;ENSG00000165905
Dapma7bEVm009498	ENSG00000067191;ENSG00000165995;ENSG00000167535;ENSG00000182389
Dapma7bEVm009499	ENSG00000182307;ENSG00000254656
Dapma7bEVm009500	ENSG00000182307;ENSG00000254656
Dapma7bEVm009501	
Dapma7bEVm009502	ENSG00000188886
Dapma7bEVm009503	ENSG00000188886
Dapma7bEVm009504	ENSG00000107186;ENSG00000132849
Dapma7bEVm009505	ENSG00000079308;ENSG00000111077;ENSG00000131746;ENSG00000136205
Dapma7bEVm009506	ENSG00000081026;ENSG00000151276;ENSG00000187391;ENSG00000282956
Dapma7bEVm009507	ENSG00000006283;ENSG00000100346;ENSG00000196557
Dapma7bEVm009508	
Dapma7bEVm009509	
Dapma7bEVm009510	ENSG00000007216;ENSG00000081800;ENSG00000141485;ENSG00000158296;ENSG00000164707
Dapma7bEVm009511	ENSG00000085999;ENSG00000197275;ENSG00000265817
Dapma7bEVm009512	ENSG00000128641;ENSG00000166866;ENSG00000174527;ENSG00000197879
Dapma7bEVm009513	
Dapma7bEVm009514	ENSG00000105227;ENSG00000124942;ENSG00000185567
Dapma7bEVm009515	ENSG00000061987
Dapma7bEVm009516	ENSG00000008294;ENSG00000138834
Dapma7bEVm009517	ENSG00000124201
Dapma7bEVm009518	ENSG00000092295;ENSG00000104055;ENSG00000124491;ENSG00000125780;ENSG00000159495;ENSG00000163810;ENSG00000166947;ENSG00000166948;ENSG00000198959;ENSG00000281886
Dapma7bEVm009519	ENSG00000085224;ENSG00000164080
Dapma7bEVm009520	ENSG00000075711;ENSG00000082458;ENSG00000132535;ENSG00000150672
Dapma7bEVm009521	ENSG00000011028;ENSG00000054219;ENSG00000153246;ENSG00000241399;ENSG00000260314
Dapma7bEVm009522	ENSG00000067048;ENSG00000152670;ENSG00000215301
Dapma7bEVm009523	ENSG00000037280;ENSG00000102755;ENSG00000113721;ENSG00000122025;ENSG00000128052;ENSG00000134853;ENSG00000157404;ENSG00000182578
Dapma7bEVm009524	
Dapma7bEVm009526	ENSG00000037280;ENSG00000102755;ENSG00000113721;ENSG00000122025;ENSG00000128052;ENSG00000134853;ENSG00000157404;ENSG00000182578
Dapma7bEVm009527	ENSG00000156414;ENSG00000227729
Dapma7bEVm009528	ENSG00000099994;ENSG00000145113;ENSG00000273822;ENSG00000273984;ENSG00000276613;ENSG00000277585;ENSG00000278303;ENSG00000278468
Dapma7bEVm009529	
Dapma7bEVm009530	ENSG00000092295;ENSG00000104055;ENSG00000124491;ENSG00000125780;ENSG00000159495;ENSG00000163810;ENSG00000166947;ENSG00000166948;ENSG00000198959;ENSG00000281886
Dapma7bEVm009531	ENSG00000068745;ENSG00000151151;ENSG00000161896;ENSG00000176095
Dapma7bEVm009532	ENSG00000068745;ENSG00000151151;ENSG00000161896;ENSG00000176095
Dapma7bEVm009533	ENSG00000068745;ENSG00000151151;ENSG00000161896;ENSG00000176095
Dapma7bEVm009534	
Dapma7bEVm009535	ENSG00000088002;ENSG00000105398;ENSG00000109193;ENSG00000130540;ENSG00000138068;ENSG00000173597;ENSG00000196228;ENSG00000196502;ENSG00000197165;ENSG00000198075;ENSG00000198203;ENSG00000213648;ENSG00000261052
Dapma7bEVm009536	
Dapma7bEVm009537	ENSG00000189058
Dapma7bEVm009538	ENSG00000070182;ENSG00000115306;ENSG00000137877;ENSG00000160460;ENSG00000163554;ENSG00000173898;ENSG00000197694
Dapma7bEVm009539	
Dapma7bEVm009540	ENSG00000164692;ENSG00000168542;ENSG00000204262
Dapma7bEVm009541	ENSG00000015171;ENSG00000101040
Dapma7bEVm009542	ENSG00000064651;ENSG00000070915;ENSG00000074803
Dapma7bEVm009543	ENSG00000100644;ENSG00000116016;ENSG00000124440
Dapma7bEVm009544	
Dapma7bEVm009545	ENSG00000016490;ENSG00000016602;ENSG00000137975
Dapma7bEVm009546	
Dapma7bEVm009547	ENSG00000145642;ENSG00000182183
Dapma7bEVm009548	ENSG00000145642;ENSG00000182183
Dapma7bEVm009549	ENSG00000075391;ENSG00000105122;ENSG00000136848;ENSG00000145715;ENSG00000197283;ENSG00000227460
Dapma7bEVm009550	ENSG00000163328
Dapma7bEVm009551	
Dapma7bEVm009552	ENSG00000129353;ENSG00000137968;ENSG00000204385;ENSG00000206378;ENSG00000228263;ENSG00000229077;ENSG00000231479;ENSG00000232180;ENSG00000235336
Dapma7bEVm009553	ENSG00000169919
Dapma7bEVm009554	ENSG00000129167;ENSG00000139287;ENSG00000171759;ENSG00000180176
Dapma7bEVm009555	ENSG00000145861;ENSG00000159189;ENSG00000163145;ENSG00000173369;ENSG00000173372;ENSG00000181092;ENSG00000182447;ENSG00000205863;ENSG00000240654
Dapma7bEVm009556	
Dapma7bEVm009557	ENSG00000142973;ENSG00000162365;ENSG00000171903;ENSG00000171954;ENSG00000186115;ENSG00000186160;ENSG00000186204;ENSG00000186526;ENSG00000186529;ENSG00000187048
Dapma7bEVm009559	ENSG00000129003;ENSG00000197969
Dapma7bEVm009560	
Dapma7bEVm009561	ENSG00000118473;ENSG00000130475;ENSG00000157107
Dapma7bEVm009562	ENSG00000101333;ENSG00000137841;ENSG00000149782;ENSG00000182621
Dapma7bEVm009563	ENSG00000107242;ENSG00000143398;ENSG00000186111
Dapma7bEVm009564	
Dapma7bEVm009565	ENSG00000099998;ENSG00000100031;ENSG00000100121;ENSG00000131067;ENSG00000133475;ENSG00000149435;ENSG00000178026
Dapma7bEVm009566	
Dapma7bEVm009567	ENSG00000116171
Dapma7bEVm009568	
Dapma7bEVm009569	ENSG00000004809;ENSG00000112499;ENSG00000144671;ENSG00000146477;ENSG00000149452;ENSG00000163393;ENSG00000168065;ENSG00000172940;ENSG00000175003;ENSG00000197891;ENSG00000197901
Dapma7bEVm009570	
Dapma7bEVm009571	
Dapma7bEVm009572	ENSG00000165629
Dapma7bEVm009573	
Dapma7bEVm009574	
Dapma7bEVm009575	ENSG00000173409
Dapma7bEVm009576	
Dapma7bEVm009577	ENSG00000016490;ENSG00000016602;ENSG00000137975
Dapma7bEVm009579	ENSG00000100934;ENSG00000101310
Dapma7bEVm009580	ENSG00000100239;ENSG00000105063
Dapma7bEVm009581	ENSG00000071054;ENSG00000123572;ENSG00000141503;ENSG00000154310
Dapma7bEVm009582	ENSG00000071054;ENSG00000123572;ENSG00000141503;ENSG00000154310
Dapma7bEVm009583	ENSG00000141965;ENSG00000145780;ENSG00000169018
Dapma7bEVm009584	ENSG00000101670;ENSG00000144837;ENSG00000163898;ENSG00000166035;ENSG00000175445;ENSG00000175535;ENSG00000187021;ENSG00000188992;ENSG00000203837;ENSG00000266200
Dapma7bEVm009585	ENSG00000115705;ENSG00000277603
Dapma7bEVm009586	ENSG00000031823;ENSG00000164188
Dapma7bEVm009587	ENSG00000103569;ENSG00000143595;ENSG00000165269;ENSG00000165272;ENSG00000259916
Dapma7bEVm009588	ENSG00000089057;ENSG00000170482;ENSG00000213901
Dapma7bEVm009589	ENSG00000153802
Dapma7bEVm009590	
Dapma7bEVm009591	
Dapma7bEVm009592	
Dapma7bEVm009593	ENSG00000102738
Dapma7bEVm009594	
Dapma7bEVm009595	ENSG00000006659;ENSG00000105198;ENSG00000105205;ENSG00000116977;ENSG00000119862;ENSG00000131981;ENSG00000133317;ENSG00000168961;ENSG00000170298;ENSG00000171747;ENSG00000171916;ENSG00000249861;ENSG00000282992;ENSG00000284021
Dapma7bEVm009596	ENSG00000131732;ENSG00000147905;ENSG00000169714;ENSG00000187969
Dapma7bEVm009597	
Dapma7bEVm009598	
Dapma7bEVm009599	
Dapma7bEVm009600	ENSG00000049323;ENSG00000090006;ENSG00000119681;ENSG00000138829;ENSG00000142449;ENSG00000166147;ENSG00000168056
Dapma7bEVm009601	
Dapma7bEVm009602	
Dapma7bEVm009603	ENSG00000081923;ENSG00000104043;ENSG00000143515
Dapma7bEVm009604	
Dapma7bEVm009605	
Dapma7bEVm009606	ENSG00000113504;ENSG00000124067;ENSG00000124140;ENSG00000140199;ENSG00000276482
Dapma7bEVm009607	ENSG00000089177;ENSG00000118193;ENSG00000159433
Dapma7bEVm009608	
Dapma7bEVm009609	ENSG00000089597;ENSG00000214013
Dapma7bEVm009610	
Dapma7bEVm009611	
Dapma7bEVm009612	
Dapma7bEVm009613	ENSG00000168036;ENSG00000173801
Dapma7bEVm009614	
Dapma7bEVm009615	ENSG00000022267;ENSG00000112214;ENSG00000115641;ENSG00000183386
Dapma7bEVm009616	ENSG00000005187;ENSG00000066813;ENSG00000166743;ENSG00000173124;ENSG00000183549;ENSG00000183747;ENSG00000215009
Dapma7bEVm009617	ENSG00000005187;ENSG00000066813;ENSG00000166743;ENSG00000173124;ENSG00000183549;ENSG00000183747;ENSG00000215009
Dapma7bEVm009618	ENSG00000092203;ENSG00000103460
Dapma7bEVm009619	ENSG00000169359
Dapma7bEVm009620	ENSG00000138433
Dapma7bEVm009621	ENSG00000171863
Dapma7bEVm009622	ENSG00000145331
Dapma7bEVm009623	ENSG00000135677;ENSG00000137573;ENSG00000196562
Dapma7bEVm009624	ENSG00000120708;ENSG00000133110
Dapma7bEVm009625	
Dapma7bEVm009626	
Dapma7bEVm009627	ENSG00000170917
Dapma7bEVm009628	
Dapma7bEVm009629	ENSG00000115705;ENSG00000277603
Dapma7bEVm009630	ENSG00000188897
Dapma7bEVm009631	ENSG00000196218;ENSG00000198626;ENSG00000198838
Dapma7bEVm009632	ENSG00000188897
Dapma7bEVm009633	ENSG00000172915;ENSG00000198589
Dapma7bEVm009634	
Dapma7bEVm009635	ENSG00000133067;ENSG00000139292;ENSG00000205213
Dapma7bEVm009636	
Dapma7bEVm009637	
Dapma7bEVm009638	ENSG00000008277;ENSG00000073670;ENSG00000114948;ENSG00000134028
Dapma7bEVm009639	ENSG00000032444;ENSG00000130653
Dapma7bEVm009640	ENSG00000114541;ENSG00000151474
Dapma7bEVm009641	ENSG00000092847;ENSG00000123908;ENSG00000126070;ENSG00000134698
Dapma7bEVm009642	ENSG00000065717;ENSG00000106829;ENSG00000140332;ENSG00000196781
Dapma7bEVm009643	ENSG00000126259;ENSG00000149571;ENSG00000161270;ENSG00000183853
Dapma7bEVm009644	
Dapma7bEVm009646	ENSG00000016391
Dapma7bEVm009647	ENSG00000148680
Dapma7bEVm009648	ENSG00000065833;ENSG00000082212;ENSG00000151376
Dapma7bEVm009649	ENSG00000016391
Dapma7bEVm009650	ENSG00000016391
Dapma7bEVm009651	
Dapma7bEVm009652	
Dapma7bEVm009653	ENSG00000021461;ENSG00000059377;ENSG00000106258;ENSG00000160868;ENSG00000160870
Dapma7bEVm009654	
Dapma7bEVm009655	ENSG00000104848;ENSG00000111262;ENSG00000130037;ENSG00000143105;ENSG00000151079;ENSG00000177272;ENSG00000177301;ENSG00000182255
Dapma7bEVm009656	ENSG00000104848;ENSG00000111262;ENSG00000130037;ENSG00000143105;ENSG00000151079;ENSG00000177272;ENSG00000177301;ENSG00000182255
Dapma7bEVm009657	ENSG00000089159;ENSG00000110031;ENSG00000140682
Dapma7bEVm009658	ENSG00000080618;ENSG00000091704;ENSG00000128510;ENSG00000144410;ENSG00000153002;ENSG00000158516;ENSG00000158525;ENSG00000163751;ENSG00000165078
Dapma7bEVm009659	
Dapma7bEVm009660	ENSG00000102174;ENSG00000142606;ENSG00000196549;ENSG00000277131
Dapma7bEVm009661	
Dapma7bEVm009662	
Dapma7bEVm009663	
Dapma7bEVm009664	
